Time,Euler0,Euler1,Euler2,ShakeLevel,PosX, PosY,OnMat,MotorSpeedL,MotorSpeedR,Collided
3.94,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
3.95,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
3.96,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
3.97,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
3.98,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
3.99,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.01,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.02,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.03,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.04,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.05,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.06,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.07,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.08,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.09,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.1,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.11,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.12,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.13,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.14,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.15,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.16,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.17,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.18,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.19,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.2,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.21,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.22,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.23,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.24,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.25,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.26,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.27,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.28,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.29,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.3,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.31,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.32,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.33,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.34,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.35,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.36,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.37,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.38,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.39,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.4,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.41,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.42,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.43,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.44,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.45,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.46,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.47,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.48,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.49,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.5,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.51,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.52,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.53,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.54,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.55,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.56,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.57,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.58,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.59,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.6,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.61,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.62,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.63,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.64,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.65,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.66,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.67,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.68,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.69,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.7,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.71,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.72,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.73,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.74,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.75,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.76,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.77,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.78,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.79,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.8,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.81,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.82,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.83,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.84,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.85,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.86,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.87,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.88,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.89,-1.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.9,-1.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.91,-1.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.92,-1.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.93,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.94,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
4.95,0.00, 2.00, -110.00,0,146.00, 290.00,1,0,0,0
